Codigo,Prateleira,Autor,Titulo,Cidade,Editora,Ano Publicação,Genero,Origem,Quantidade Volumes
10072,Poema,"MORAES, DE VINICIUS",Antologia poética,São Paulo,Schwarcz,1992,poesia,Governo,1
10079,Romance,"Telles, Lygia Fagundes",Ciranda de Pedras,Rio de Janeiro,Rocco,1998,Romance,Governo,1
10080,Romance,"Lins, Osman",Nove novenas,São Paulo,Cia das Letras,1994,Romance,Governo,1
10087,Romance,"Cony, Carlos Heitor",Quase Memória,São Paulo,Cia das Letras,1995,Romance,Governo,1
10089,Romance,"Nassar, Raduan",Lavoura Arcaica,São Paulo,Cia das Letras,1989,Romance,Governo,1
10110,Contos,Francisco de Ary Quintela,Melhores contos Marques Rebelo,São Paulo,Global,2004,Contos,Governo,1
10116,Romance,"Rego, José Lins do",Menino de Engenho,Rio de Janeiro,José Olympio,2004,Romance,Governo,1
10117,Romance,"Palmério, Mário",Vila dos Confins,Rio de Janeiro,José Olympio,2004,Romance,Governo,1
10132,Romance,"Amado, Jorge",Mar Morto,Rio de Janeiro,Record,2004,Romance,Governo,1
10133,Romance,"Ribeiro, João Ubaldo",Viva o Povo Brasileiro,Rio de Janeiro,Nova fronteira,1984,Romance,Governo,1
10164,Romance,"Cardoso, Lúcio",Crônicas da Casa Assasinada ,Rio de Janeiro,Civilização Brasileira,2004,Romance,Governo,1
10233,Contos,Charles Perrault,Histórias ou Contos de Outrora,São Paulo,Landy,2004,Contos,Governo,1
10251,Contos,"Machado, Regina ","Violino cigano, O ",São Paulo,Cia das Letras,2004,Contos,Governo,1
10281,Lit. Inf. Juvenil,"Oldroyd, Mark ","Cão dos Baskerville, O ",,CDD,2005,Lit. Inf  Juvenil,Governo,1
10282,Lit. Inf. Juvenil,"Oldroyd, Mark ","Cão dos Baskerville, O ",,CDD,2005,Lit. Inf  Juvenil,Governo,1
10283,Lit. Inf. Juvenil,"Oldroyd, Mark ","Cão dos Baskerville, O ",,CDD,2005,Lit. Inf  Juvenil,Governo,1
10286,Lit. Inf. Juvenil,"Oldroyd, Mark ","Cão dos Baskerville, O ",,CDD,2005,Lit. Inf  Juvenil,Governo,1
10328,Conto,"Alcantara Mach, Antonio de  e Outros",Gente em Conflito,São Paulo,Ática,2005,Contos,Governo,3
10329,Conto,"Alcantara Mach, Antonio de  e Outros",Gente em Conflito,São Paulo,Ática,2005,Contos,Governo,3
10330,Conto,"Alcantara Mach, Antonio de  e Outros",Gente em Conflito,São Paulo,Ática,2005,Contos,Governo,3
10332,Conto,"Alcantara Mach, Antonio de  e Outros",Gente em Conflito,São Paulo,Ática,2005,Contos,Governo,3
10335,Conto,"Alcantara Mach, Antonio de  e Outros",Gente em Conflito,São Paulo,Ática,2004,Contos,Governo,2
10337,Conto,"Alcantara Mach, Antonio de  e Outros",Gente em Conflito,São Paulo,Ática,2004,Contos,Governo,2
10339,Lit. Inf. Juvenil,"Stevenson, Robert Louis","Ilha do Tesouro, A",São Paulo,Cia Ed. Nacional,2004,Lit. Inf  Juvenil,Governo,1
10340,Lit. Inf. Juvenil,"Stevenson, Robert Louis","Ilha do Tesouro, A",São Paulo,Cia Ed. Nacional,2002,Lit. Inf  Juvenil,Governo,1
10351,Contos,Oscar Wilde,Contos Inéditos,Rio de Janeiro,Nova Fronteira,2005,Contos,Governo,3
10423,Lit. Inf. Juvenil,"Gribel, Chistiane",Cínthia Holmes e Watson e suas incríveis descobertas,São Paulo,Salamandra,2004,Lit. Inf  Juvenil,Governo,1
10424,Lit. Inf. Juvenil,"Machado, Ana Maria",Bem do seu tamanho,Guarulhos,Salamandra,2007,Lit. Inf  Juvenil,Governo,1
10427,Lit. Inf. Juvenil,"Iacocca, Liliana","Boca bem fechada, De",São Paulo,Ática,2005,Lit. Inf  Juvenil,Governo,1
10431,Lit. Inf  Juvenil,"Bandeira, Pedro",Pântano de Sangue,São Paulo,Moderna ,2003,Lit. Inf  Juvenil,Governo,1
10441,Ficção ,"Tolkien, J. R. R.",Mestre Gil de Ham,São Paulo,Martins Fontes,2003,Ficção,Governo,1
10453,Lit. Inf. Juvenil,"Bojunga, Lygia",Angélica,Rio de Janeiro,Casa Lygia Bojunga,2004,Lit. Inf  Juvenil,Governo,1
10457,Lit. Inf. Juvenil,"Nicolelis, Giselda Laporta",Ponte sobre o Abismo,São Paulo,Quinteto Ed,2003,Lit. Inf  Juvenil,Governo,1
10458,Diversos,"Zatz, Lia","Dada, Bordando o Cangaço",São Paulo,Callis,2004,Mulheres,Governo,1
10459,Lit. Inf. Juvenil,"Martius, Claudio",Não pegue este livro! fuja ! corra!,São Paulo,Geração Editorial,2005,Lit. Inf  Juvenil,Governo,1
10462,Lit. Inf. Juvenil,"Sabino, Fernando",Bolofofos e Finifinos,São Paulo,Ediouro,2004,Lit. Inf  Juvenil,,1
10463,Ficção,"Verne, Julio",Vinte mil léguas submarinas,São Paulo,Ediouro,2004,Lit. Inf  Juvenil,Governo,1
10468,Lit. Inf. Juvenil,"Garcia, Edson Gabriel",Diário de Biloca,São Paulo,Atual,2003,Lit. Inf  Juvenil,Governo,1
10470,Lit. Inf. Juvenil,"Pinsky, Mirna",Nó na garganta,São Paulo,Entre Linhas ,2004,Lit. Inf  Juvenil,Governo,1
10472,Lit. Inf. Juvenil,"Collodi, Carlo",Pinóquio,São Paulo,Cia Ed. Nacional,2004,Lit. Inf  Juvenil,Governo,1
10476,Lit. Inf. Juvenil,"Telles, Carlos Queiroz","Sonhos, grilos e paixões",São Paulo,Moderna ,2003,Lit. Inf  Juvenil,Governo,1
10484,Lit. Inf. Juvenil,"Sommer-Bodenburg, Angela","Pequeno Vampiro no vale das lamentações, O",São Paulo,Martins Fontes,2004,Lit. Inf  Juvenil,Governo,1
10485,,"Munduruku, Daniel",Contos Indiginos Brasileiros,São Paulo,Global,2004,Folclore Indigenas,Governo,1
10488,Lit. Inf. Juvenil,"Ganem, Eliane ","Outro lado do tabuleiro, O",Rio de Janeiro,moderna,2004,Lit. Inf  Juvenil,Governo,1
10494,Lit. Inf. Juvenil,"Pinsky, Mirna","Casa - Casos de Família, A",São Paulo,FTD,2004,Lit. Inf  Juvenil,Governo,1
10495,Lit. Inf. Juvenil,"Arni, Samhita",Mahabharatha2,São Paulo,Conrad Livros,2004,Lit. Inf. Juvenil,Governo,1
10531,Ficção,"Christie, Agatha",Aventura em Bagdá,Rio de Janeiro,Nova Fronteira,2003,Ficção,Governo,1
10532,Ficção,"Christie, Agatha",Aventura em Bagdá,Rio de Janeiro,Nova Fronteira,2003,Ficção,Governo,1
10536,Leitura Permanente,"Colasanti, Marina",Entre a Espada e a Rosa,São Paulo,Salamandra,2005,Contos,Governo,1
10542,Lit. Inf. Juvenil,"Murray, Roseana",Todas as cores dentro do branco,Rio de Janeiro,Nova fronteira,2004,Lit. Inf  Juvenil,Governo,1
10544,Contos,"Alves, Fernando",Contos Mágicos Persas,São Paulo,Aquariana,2004,Contos,Governo,1
10555,Romance,"Lessa, Orígenes",Dom Quixote,Rio de Janeiro,Ediouro,2005,Romance,Governo,1
10569,Ficção,"Press, Julian",Operação Dragão Amarelo,São Paulo,Cia das Letras,2005,Ficção,Governo,1
10586,Lit. Inf. Juvenil,Índigo,Saga Animal,São Paulo,Hedra,2001,Lit. Inf  Juvenil,Governo,1
10586,Lit. Inf. Juvenil,"Scliar, Moacyr","Cavalos da República, Os",São Paulo,Ática,2005,Lit. Inf  Juvenil,Governo,1
10607,Lit. Inf. Juvenil,"Savaget, Luciana",Operação resgate em Bagdá: a batalha do invisível,Rio de Janeiro,Nova Fronteira,2005,Lit. Inf  Juvenil,Governo,1
10612,Lit. Inf  Juvenil,"Galdino, Luiz","Destino de Perseu, O ",São Paulo,FTD,2004,Lit. Inf  Juvenil,Governo,1
10614,,Ray Bradbury,"Bruxa de abril, A ",São Paulo,SM,2005,Contos,Governo,1
10623,Contos,"Azevedo, Artur",Contos de Artur Azevedo,São Paulo,DCL,2005,Contos,Governo,1
10696,Diversos,"Louzeiro, José",Villa-Lobos - O aprendiz de Feiticeiro,Rio de Janeiro,Ediouro,1998,Lit. Inf  Juvenil,Governo,1
10704,Lit. Inf. Juvenil,"Machado, Maria Ana","Outra Face, A",São Paulo,Ática,2007,Lit. Inf  Juvenil,Governo,1
10705,Romance,"Rocha, Ruth","Mistério do Caderninho Preto, O",São Paulo,Ática,2007,Romance,Governo,1
10707,Lit. Inf. Juvenil,"Scliar, Moacyr","Caminho dos Sonhos, No",São Paulo,Ática,2007,Lit. Inf  Juvenil,Governo,1
10709,Lit. Inf. Juvenil,"Queiros, Bartolomeu","Olhos de vidro do meu avô, O",São Paulo,moderna,2004,Lit. Inf  Juvenil,Governo,1
10718,Lit. Inf. Juvenil,"Murray, Roseana","Pera, Uva ou Maçã?",São Paulo,Scipione,2005,Lit. Inf  Juvenil,Governo,1
10719,Lit. Inf. Juvenil,"Cruz, Nelson",Mateus,São Paulo,Scipione,2006,Lit. Inf  Juvenil,Governo,1
10731,Romance,"Orwell, George","Revolução dos Bichos, A ",São Paulo,Globo,2000,Ficção Inglesa,Governo,1
10744,Lit. Inf. Juvenil,"Rylant, Cynthia",Café Van Gogh,Rio de Janeiro,José Olympio,2006,Lit. Inf  Juvenil,Governo,1
10746,Romance,"Rego, José Lins do",Doidinho,Rio de Janeiro,José Olympio,2006,Romance,Governo,1
10755,Lit. Inf. Juvenil,"Montello, Josué","Carrasco que era Santo, O",São Paulo,Códice,2006,Lit. Inf  Juvenil,Governo,1
10760,Lit. Inf. Juvenil,"Montes, Graciela",Outroso - um outro mundo,São Paulo,Salamandra,2006,Lit. Inf  Juvenil,Governo,1
10763,Lit. Inf. Juvenil,"Prieto, Heloisa",Rotas Fantásticas,São Paulo,FTD,2006,Ficção,Governo,1
10768,Lit. Inf. Juvenil,"Azevedo, Ricardo","Leão da Noite Estrelada, O",São Paulo,Saraiva,2006,Lit. Inf  Juvenil,Governo,1
10772,Ficção,"Marinho, João Carlos","Gênio do Crime, O ",São Paulo,Global,2005,Ficção,Governo,1
10783,HQ,"Kafka, Franz","Metamorfose, A",São Paulo,Conrad,2004,Ficção,Governo,1
10787,Lit. Inf. Juvenil,"Barbosa, Rogério Andre",Histórias Africanas Para Comtar E Recomta,São Paulo,CDD,1368,Lit. Inf  Juvenil,Governo,1
10793,Lit. Inf  Juvenil,"Massa, Ana Cristina",Enigma na Capela Real,São Paulo,Biruta,2004,Lit. Inf  Juvenil,Governo,1
10801,Lit. Inf. Juvenil,Índigo,Perdendo Perninhas,São Paulo,Hedra,2006,Lit. Inf  Juvenil,Governo,1
10811,Romance,"Bojunga, Lygia",Nós  três,Rio de Janeiro,Casa,2006,Romance,Governo,1
10811,Lit. Inf. Juvenil,"Bojunga, Lygia ","Três, Nós",Rio de Janeiro,Casa Lygia Bojunga,2006,Lit. Inf  Juvenil,Governo,1
10816,Lit. Inf. Juvenil,"Lins, Guto","Caderno de Viagens - fora de casa, fora do ninho",Belo Horizonte,Dimensão,2006,Lit. Inf  Juvenil,Governo,1
10825,Lit. Inf. Juvenil,"Araújo, Jorge",Comandante Hussi,São Paulo,34,2006,Lit. Inf  Juvenil,Governo,1
10829,Romance,"Machado, Ana Maria","Cavaleiro do Sonho, O",São Paulo,Mecuryo Jovem,2005,Lit. Inf  Juvenil,Governo,1
10841,Lit. Inf. Juvenil,"Meireles, Cecília ",Olhos de gato,São Paulo,moderna,2003,Lit. Inf  Juvenil,Governo,1
10848,Romance,"Amado, Jorge","Menino Grapiúna, O",Rio de Janeiro,Best Seller,2006,Romance,Governo,1
10850,Romance,"Sabino, Fernando","Grande Mentecapto, O",Rio de Janeiro,Best Seller,2006,Romance,Governo,1
10861,Contos,"Tahan, Malba","Melhores contos, Os ",Rio de Janeiro,Best Seller,2006,Contos,Governo,1
10864,Ficção,"Dourado, Autran","Vida em Segredo, Uma",Rio de Janeiro,Ediouro,1995,Lit. Inf  Juvenil,Governo,1
10869,Ficção,"Furtado, Jorge",Meu tio matou um cara,Porto Alegre,L&PM Pocket,2007,Ficção,Governo,1
10871,Lit Inf. Juvenil,"Prado, Lucília J. de Almeida","Amor é um passaro vermelho, O",São Paulo,Planeta Jovem,2003,Lit. Inf  Juvenil,Governo,1
10875,Lit Inf. Juvenil,"Vilela, Luiz",Histórias de Bichos,São Paulo,Editora do Brasil,2002,Lit. Inf  Juvenil,Governo,1
10883,Contos,"Nogueira, Armando","Mundo é uma bola, O ",São Paulo,Ática,2007,Crônicas,Governo,1
10885,Lit Inf. Juvenil,"Laganá, Liliana","Última Fábula, A",São Paulo,Casa Amarela,2002,Lit. Inf  Juvenil,Governo,1
10892,Lit. Inf. Juvenil,"Tavares,Braulio",Flautista Misterioroso e os ratos de Hamelin,São  Paulo,34,2006,Lit. Inf  Juvenil,Governo,1
10902,Lit. Inf. Juvenil,"Silverstein, Shel",Leocádio o leão que mandava bala,São Paulo,Cosac Naify,2006,Lit. Inf  Juvenil,Governo,1
10910,Lit. Inf. Juvenil,,Não Me Toque em pé de guerra,Florianopolis,Letras brasileiras ,2006,Lit. Inf  Juvenil,Governo,1
10998,Contos,Alberto Renart,XII Antologia de Contos,São José dos Campos,Fundação Cultural Cassiano Ramos,2007,Contos,Governo,2
11003,Lit. Inf  Juvenil,"Furnari, Eva",Abaixo das Canelas,São Paulo,Moderna,2000,Lit. Inf  Juvenil,Governo,1
11020,Lit. Inf  Juvenil,"Cole, Babette",Mamãe botou um ovo,São Paulo,Ática,2002,Lit. Inf  Juvenil,Governo,1
11033,Crônicas,"Abramovich, Fanny",Bateu bobeira e outros babados,São Paulo,Uno Educação,2008,Crônicas,Governo,1
11037,Diversos,"Lajolo, Marisa",Destino em Aberto,São Paulo,Ática,2009,Condições Sociais,Governo,1
11040,Contos,"Gendrin, Catherine",Volta ao mundo dos contos,São Paulo,SM,2007,Contos,Governo,1
11041,Contos,"Bradbury, Ray","Crônicas marcianas, As ",São Paulo,Globo,2005,Crônicas,Governo,1
11053,Lit. Inf. Juvenil,"Versiani, Ivana",Ainda uma vez - Adeus!,Sabará,Dubolsinho,2006,Lit. Inf  Juvenil,Governo,1
11055,Lit. Inf. Juvenil,"Araújo, Márcio","Figurinha, Carimbada",São Paulo,Girafinha,2008,Lit. Inf  Juvenil,Governo,1
11058,Contos,"Piroli, Wander","Matador, O",Belo Horizonte,Leitura,2008,Contos,Governo,1
11061,Lit. Inf. Juvenil,"Cruz, Nelson",Dirceu e Marília,São Paulo,Cosac Naify,2008,Lit. Inf  Juvenil,Governo,1
11063,Lit. Inf. Juvenil,"Matuck, Nilson Moulin Rubens",Leonardo desde Vinci,São Paulo,Cortez,2007,Lit. Inf  Juvenil,Governo,1
11067,Lit. Inf. Juvenil,"Éboli, Terezinha",Zé Beleza,Rio de Janeiro,Ediouro,1998,Lit. Inf  Juvenil,Governo,1
11080,Lit. Inf. Juvenil,"Kupstas, Marcia",Guerreiros da Vida,São Paulo,Melhoramentos,2007,Lit. Inf  Juvenil,Governo,1
11084,Lit. Inf. Juvenil,"Levine, Karen","Mala de Hana: uma história real, A",São Paulo,Melhoramentos,2007,Lit. Inf  Juvenil,Governo,1
11090,Lit. Inf. Juvenil,"Machado, Maria Ana","Outro lado tem segredos, Do",Rio de Janeiro,Nova Fronteira,1985,Lit. Inf  Juvenil,,1
11100,Lit. Inf. Juvenil,"Sabino, Fernando","Restos Mortais, Os",São Paulo,Ática,2009,Lit. Inf  Juvenil,Governo,1
11123,Lit. Inf. Juvenil,"Cruz, Nelson",Chica e João,São Paulo,Cosaf Naify,2008,Lit. Inf  Juvenil,Governo,1
11130,Lit. Inf. Juvenil,"Patriota, Margarida",Uma voz do outro mundo,Belo Horizonte,Angelo Abu,2006,Lit. Inf. Juvenil,Governo,1
11131,Teatro,"Savary, Anabela",Anabela procura e acha mais do que procura,Belo Horizonte,Dimensão,2007,Lit. Inf  Juvenil,Governo,1
11132,Diversos,"Zatz, Lia",Jogo Duro,Belo Horizonte,Dimensão,2006,Lit. Inf  Juvenil,Governo,1
11133,Ficção,"Doyle, Arthur Conan, Sir,","Estudo em vermelho, Um  ",São Paulo,FTD,2006,Ficção,Governo,1
11139,Lit. Inf. Juvenil,"Canauna, Ilma Maria e Fabio C. Santos",Histórias que a menina-serpente contou,São Paulo,Cortez,2007,Lit. Inf  Juvenil,Governo,1
11141,Lit. Inf. Juvenil,"Silva, Lins Flavia ",Agito de pilar no Egito,Rio de Janeiro,Zahar,2003,Lit. Inf  Juvenil,Governo,1
11154,Lit. Inf. Juvenil,"Belinky, Tatiana",Transplante de menina ,São Paulo,UNO ,2008,Lit. Inf  Juvenil,Governo,1
11160,Lit. Inf  Juvenil,"Loude, Jean-Yves","Fantasma de Tarrafal, O",Belo Horizonte,Alis Editora,2008,Lit. Inf  Juvenil,Governo,1
11162,Lit. Inf  Juvenil,"Drewnick, Raul","Pais, Filhos  e outros  bichos",São Paulo,IBEP,2008,Lit. Inf  Juvenil,Governo,1
11164,Poesia,"Pinto, Sérgio de Castro",Zoo Imaginário,São Paulo,Escrituras,2005,Poesia,Governo,1
11168,Lit. Inf. Juvenil,"Lacerda, Nilma",Estrela-de-rabo e outras histórias,Rio de Janeiro,Frente,2008,Lit. Inf  Juvenil,Governo,1
11172,Lit. Inf. Juvenil,"Machado, Ana Maria",Amigos Secretos,São Paulo,Abril,2009,Lit. Inf  Juvenil,Governo,1
11177,Lit. Inf. Juvenil,"Machado, Ana Maria",Amigos Secretos,São Paulo,Abril,2009,Lit. Inf  Juvenil,Governo,1
11186,Lit. Inf. Juvenil,"Gribel, Christiane","Segredo, O",São Paulo,Salamandra,2006,Lit. Inf  Juvenil,Governo,1
11187,,"Andrade, Carlos Drummond ",70 historinhas,Rio de Janeiro,Best Seller,2008,Contos,Governo,1
11191,Lit. Inf. Juvenil,"Chico, O Caminhador","Chico, O Caminhador",Rio De Janeiro,LÊ,2005,Lit. Inf  Juvenil,Governo,1
11193,Diversos,"Ponte Preta, Stanislaw","FEBEEAPÁ 1, 2 e 3",Rio de Janeiro,Agir,2006,Humor,Governo,1
11195,Lit. Inf. Juvenil,"Amorim, Drummond","Beto, o Analfabeto",Sabará,Dubolsinho,2008,Lit. Inf  Juvenil,Governo,1
11197,Lit. Inf. Juvenil,"Falcão, Adriana",PS Beijei,São Paulo,Richmond,2008,Lit. Inf  Juvenil,Governo,1
11213,Lit. Inf. Juvenil,"Sanvoisin, Éric","Canundinho para Dois, Um",São Paulo,Martins,2007,Lit. Inf  Juvenil,Governo,1
11214,Lit. Inf. Juvenil,"Shelley, Mary",Frankenstein,São Paulo,DCL,2007,Lit. Inf  Juvenil,Governo,1
11220,Contos,Horacio Quiroga,Contos da Selva,São Paulo,Iluminuras,2009,Contos,Governo,1
11231,Ficção,"Leminski, Paulo",Guerra dentro da gente,São Paulo,Scipione,2006,Lit. Inf  Juvenil,Governo,1
11234,Lit. Inf. Juvenil,"Machado, Ana Maria",Bem do seu tamanho,Guarulhos,Salamandra,2007,Lit. Inf  Juvenil,Governo,1
11236,Lit. Inf. Juvenil,"Mendonça, Bernardo de",Jogo de adivinhar bicho invisível,Rio de Janeiro,Graphia,2004,Lit. Inf  Juvenil,Governo,1
11237,Lit. Inf. Juvenil,"Machado, Maria Ana",Palmas para João Cristiano,São Paulo,Mercuryo Jovem,2004,Lit. Inf  Juvenil,Governo,1
11251,Lit. Inf. Juvenil,"Sandroni, Luciana","Mário que não é de Andrade, O ",Belo Horizonte,Claro Enigma,2008,Lit. Inf  Juvenil,Governo,1
11259,Lit. Inf. Juvenil,"Aguiar, Luiz Antonio",Sonhos em Amarelo,São Paulo,Melhoramentos,2007,Lit. Inf  Juvenil,Governo,1
11263,Lit. Inf. Juvenil,"Bernardo, Gustavo","Mágico de Verdade, O",Rio de Janeiro,JPA,2008,Lit. Inf  Juvenil,Governo,1
11264,Romance,"Hemingway, Ernest","Velho e o Mar, O",Rio de Janeiro,Bertrand Brasil,2008,Ficção,Governo,1
11274,Lit. Inf. Juvenil,"Santos, Joel Rufino dos",Quatro dias de Rebelião,Rio de Janeiro,José Olympio,2006,Lit. Inf  Juvenil,Governo,1
11279,Lit. Inf. Juvenil,"Savaget, Luciana",Operação resgate na Jordânia: o segredo no deserto,São Paulo,CÓDICE,2008,Lit. Inf  Juvenil,Governo,1
11284,Lit. Inf. Juvenil,"Torres, Antônio","Meninos, eu conto",São Paulo,Civilização Brasileira,2008,Lit. Inf  Juvenil,Governo,1
11285,Ficção,"Tahan, Malba","Livro de Aladin, O",Rio de Janeiro,Civilização Brasileira,2008,Ficção,Governo,1
11287,Lit. Inf. Juvenil,"Lessa, Orígenes",Memorias de um cabo de vassoura,Rio de Janeiro,Media pixel,2008,Lit. Inf. Juvenil,Governo,1
11289,Lit. Inf. Juvenil,"Brenman, Ilan","Turbante da Sabedoria e outras histórias de Nasrudin, O",São Paulo,Comboio de Cordas,2008,Lit. Inf  Juvenil,Doacao,1
11292,Lit. Inf. Juvenil,"Hébert Francine, Marie",Nenhum peixe aonde ir ,São Paulo,SM,2006,Lit. Inf  Juvenil,Governo,1
11297,Lit. Inf. Juvenil,Bernardi Junior,Outras Novas Histórias Antigas,São Paulo,Brinque-Book,1999,Lit. Inf  Juvenil,Governo,1
11301,Lit. Inf. Juvenil,"Caruso, Carla","Zumbi, o último heróis dos Palmares",São Paulo,Callis,2005,Lit. Inf  Juvenil,Governo,1
11305,Ficção,"Lima, Edy","Vaca Voadora, A",São Paulo,Global,2002,Lit. Inf  Juvenil,Governo,1
11307,Ficção,"Rey, Marcos",Coração Roubado,São Paulo,Global,2007,Ficção,Governo,1
11331,,Luiz Pimentel,Cabelos Molhados,Brasília,Literatura para todos,2006,Contos,Governo,2
11360,Lit. Inf. Juvenil,"Bocheco, Eloí Elisabete","Batata Cozida, mingau de cara",Brasília,Ministério da Educação,2006,Lit. Inf  Juvenil,Governo,1
11371,Diversos,"Montoya, Rodrigo","Mundo de Cabeça pra Baixo, O",São Paulo,Cosac Naify,2002,Incas,Governo,1
11379,Lit. Inf. Juvenil,"Martins,  Adilson","Erinlé, o caçador e outros contos Africanos",Rio de Janeiro,Pallas,2010,Contos Africanos,Governo,1
11394,Lit. Inf. Juvenil,"Soalheiro, Bárbara",Como fazíamos sem...,São Paulo,Panda Books,2006,Usos e Costumes,Governo,1
11400,Romance,"Veiga, José J. ","Risonho cavalo do Principe, O",Rio de Janeiro,Bertrand Brasil,2010,Romance,Governo,1
11470,Lit. Inf. Juvenil,"Sabino, Fernando",Martini Seco,São Paulo,Ática,2008,Lit. Inf  Juvenil,Governo,1
11790,Ficção,"Botija, A","Botija, A",São Paulo,Ed. 34,2006,Ficção,Governo,1
11791,Ficção ,"Broch, Elise",Masterpiece,Ribeirão Preto,Novo Conceito,2009,Ficção,Governo,1
11798,Romance,"Patriota, Marg.  de Aguiar","Fantásma  da Ópera, O ",São Paulo,FTD,2007,Romance,Governo,1
11799,Lit. Inf. Juvenil,"Oppel, Kenneth",Asa-de-prata,Rio de Janeiro,José Olympio,2007,Lit. Inf  Juvenil,Governo,1
11818,Lit. Inf. Juvenil,"Carvalho, Bruno Berlendis de ",Ilíada de Homero,São Paulo,Berlendis & Vertecchia,2007,Lit. Inf  Juvenil,Governo,1
11828,Lit. Inf. Juvenil,"Leite, Ivana Arruda",Diomira e o Coronel Carrerão,São Paulo,Brinque-Book,2009,Lit. Inf  Juvenil,Governo,1
11831,Lit. Inf. Juvenil,"Dill, Luís",Ouvindo pedras ,Cajamar,Escala Integra,2008,Lit. Inf  Juvenil,Governo,1
11834,Contos,Maria Clara Machado,"Bruxinha que era boa e outros contos, A ",Rio de Janeiro,Ediouro,2011,Contos,Governo,1
11840,Lit. Inf. Juvenil,"Queirós, Bartolomeu Campos de",Vida e obra de Aletrícia depois de Zoroastro,São Paulo,Uno Educação,2009,Lit. Inf  Juvenil,Governo,1
11847,Contos,"Bragança, Albertino",Contos Africanos,São Paulo,Ática,2010,Contos ,Governo,1
11849,Lit. Inf. Juvenil,Sempé,Marcelino Pedregulho,São Paulo,Cosac Naify,2009,,,1
11853,Lit. Inf. Juvenil,"Katz, Welwyn Wilton",Beowulf,São  Paulo,Comboio de Corda,2009,Lit. Inf  Juvenil,Governo,1
11856,Lit. Inf. Juvenil,"Martins,  Adilson","Erinlé, o caçador e outros contos Africanos",Rio de Janeiro,Pallas,2010,Contos Africanos,Governo,1
11857,Lit. Inf. Juvenil,"Gullar, Ferreira",Eros e Psiquê,São Paulo,FTD,2009,Lit. Inf  Juvenil,Governo,1
11862,Lit. Inf  Juvenil,"Swift, Jonathan",Viagens de Gulliver,São Paulo,DCL,2004,Lit. Inf  Juvenil,Governo,1
11869,Lit. Inf. Juvenil,"Cappatti, Bérénice",Gauguin e as cores dos trópicos,São Paulo,SM,2009,Lit. Inf  Juvenil,Governo,1
11875,Lit. Inf. Juvenil,"Cruz, Nelson",Noel,São Paulo,Scipione,2007,Lit. Inf  Juvenil,Governo,1
11883,Diversos,"Machado, Emerson","Investigador de sótão, O ",São Paulo,Duna Dueto,2009,Novela,Governo,1
11886,Lit. Inf. Juvenil,Meja Mwangi,Mzungu,São Paulo,SM,2006,Lit. Inf  Juvenil,Governo,1
11923,Romance,"Colasanti, Marina","Coração Partido, Do seu",São Paulo,Gaia,2010,Contos,Governo,1
11927,Ficção,Índigo,"Colapso dos Bibêlos, O",São Paulo,Uno Educação,2009,Ficção,Governo,1
11929,Lit. Inf. Juvenil,"Moura, André e Alê Abreu","Rei do Manacá, O",São Paulo,Frase e Efeito,2009,Lit. Inf  Juvenil,Governo,1
11933,Ficção,Saki,"Contador de Histórias, O",São Paulo,SM,2009,Ficção,Governo,1
11960,Teatro,"Aguiar, Luiz Antonio",Prometeu / Alceste,Rio de Janeiro,Difel,2010,Teatro,Governo,1
11965,Lit. Inf  Juvenil,"Raspe, Rudolf Erich","Aventuras do Barão de Munchausen, AS",São Paulo,Iluminuras,2010,Lit. Inf  Juvenil,Governo,1
11978,Lit. Inf. Juvenil,Pacheco e Javier,Relatos Fantásticos,São Paulo,Cia Nacional,2006,Lit. Inf  Juvenil,Governo,1
11986,Lit. Inf. Juvenil,"Munduruku, Daniel","Sinal do Pajé, O",São Paulo,Peirópolis,2011,Lit. Inf  Juvenil,Governo,1
11989,Lit. Inf. Juvenil,"Ventura, Nancy Caruso",Índio - Recontando a nossa história,São Paulo,Noovha América,2008,Lit. Inf  Juvenil,Governo,1
12218,Lit. Inf. Juvenil,"Carneiro, Angela","Rodas, Para queTe quero",São Paulo,Governo,2006,Lit. Inf  Juvenil,Governo,1
12291,Contos,"Veríssimo, Luiz Fernando","Santinho, O ",Rio de Janeiro,Objetiva,2002,Contos,Governo,1
12314,Lit. Inf. Juvenil,Brezina Thomas,"Sáfari dos Monstros, O",São Paulo,Ática,2008,Lit. Inf  Juvenil,Governo,1
12358,,"Figueiredo, Flora",Chão de Vento,São Paulo,Geração Editorial,2005,Poesia,Governo,1
12398,Lit. Inf. Juvenil,"Nunes, Lygia Bojunga","Bolsa Amarela, A ",Rio de Janeiro,Lygia Bojunga,2010,Lit. Inf  Juvenil,,1
12453,Poema,"Borges, Cesár Magalhães",Ciclo da Lua,São Paulo,Plêiade,2011,Poesia,Governo,1
12460,Contos,"Calvino, Italo",Contos Fantásticos do Século XIX,São Paulo,Cia das Letras,2004,Ficção,Governo,1
12466,Lit. Inf. Juvenil,"Rey, Marcos","Mistério do cinco estrelas, O ",São Paulo,Global,2005,Lit. Inf  Juvenil,Governo,1
12627,Poema,"Murray, Roseana",Poesia Essencial,Rio de Janeiro,Manati,2010,Poesia,Governo,1
12633,Romance,"Gomes ,Helema",Tristão e Isolda,São Paulo,Berlendis & Vertechia,2009,Lit. Inf  Juvenil,Governo,2
